Sample in Buffer,Sample in Window,TRIGGER,u_FFT_Top/current_state[2:0],u_FFT_Top/next_state[2:0],u_FFT_Top/row_count[3:0],u_FFT_Top/col_count[7:0],u_FFT_Top/data_count[7:0],u_FFT_Top/ram_we,u_FFT_Top/s_axis_data_tvalid,u_FFT_Top/s_axis_data_tready,u_FFT_Top/fft_256_valid_out,u_FFT_Top/fft_256_ready_out,u_FFT_Top/fft_16_valid_out_1,u_FFT_Top/fft_16_ready_in
225,225,0,1,1,f,00,9b,0,1,0,1,0,0,1
226,226,0,1,1,f,00,9c,0,1,0,1,0,0,1
227,227,0,1,1,f,00,9d,0,1,0,1,0,0,1
228,228,0,1,1,f,00,9e,0,1,0,1,0,0,1
229,229,0,1,1,f,00,9f,0,1,0,1,0,0,1
230,230,0,1,1,f,00,a0,0,1,1,1,1,0,1
231,231,0,1,1,f,00,a1,1,1,0,1,1,0,1
232,232,0,1,1,f,00,a1,1,1,0,1,1,0,1
233,233,0,1,1,f,00,a1,1,1,0,1,1,0,1
234,234,0,1,1,f,00,a1,1,1,0,1,1,0,1
235,235,0,1,1,f,00,a1,1,1,0,1,1,0,1
236,236,0,1,1,f,00,a1,1,1,0,1,1,0,1
237,237,0,1,1,f,00,a1,1,1,0,1,1,0,1
238,238,0,1,1,f,00,a1,1,1,0,1,1,0,1
239,239,0,1,1,f,00,a1,1,1,0,1,1,0,1
240,240,0,1,1,f,00,a1,1,1,0,1,0,0,1
241,241,0,1,1,f,00,a1,0,1,0,1,0,0,1
242,242,0,1,1,f,00,a2,0,1,0,1,0,0,1
243,243,0,1,1,f,00,a3,0,1,0,1,0,0,1
244,244,0,1,1,f,00,a4,0,1,0,1,0,0,1
245,245,0,1,1,f,00,a5,0,1,0,1,0,0,1
246,246,0,1,1,f,00,a6,0,1,0,1,0,0,1
247,247,0,1,1,f,00,a7,0,1,0,1,0,0,1
248,248,0,1,1,f,00,a8,0,1,0,1,0,0,1
249,249,0,1,1,f,00,a9,0,1,0,1,0,0,1
250,250,0,1,1,f,00,aa,0,1,1,1,1,0,1
251,251,0,1,1,f,00,ab,1,1,0,1,1,0,1
252,252,0,1,1,f,00,ab,1,1,0,1,1,0,1
253,253,0,1,1,f,00,ab,1,1,0,1,1,0,1
254,254,0,1,1,f,00,ab,1,1,0,1,1,0,1
255,255,0,1,1,f,00,ab,1,1,0,1,1,0,1
256,256,0,1,1,f,00,ab,1,1,0,1,1,0,1
257,257,0,1,1,f,00,ab,1,1,0,1,1,0,1
258,258,0,1,1,f,00,ab,1,1,0,1,1,0,1
259,259,0,1,1,f,00,ab,1,1,0,1,1,0,1
260,260,0,1,1,f,00,ab,1,1,0,1,0,0,1
261,261,0,1,1,f,00,ab,0,1,0,1,0,0,1
262,262,0,1,1,f,00,ac,0,1,0,1,0,0,1
263,263,0,1,1,f,00,ad,0,1,0,1,0,0,1
264,264,0,1,1,f,00,ae,0,1,0,1,0,0,1
265,265,0,1,1,f,00,af,0,1,0,1,0,0,1
266,266,0,1,1,f,00,b0,0,1,0,1,0,0,1
